"kingdom"	"phylum"	"class"	"order"	"family"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8" "projection"
"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"NA"	5.3558588786852e-06	-6.03596741698172e-05	-5.62247776590089e-05	-0.000309357363735829	-0.000185297163322107	-0.000395238684852306	-0.000354188894600618	-0.000482258340810296	"full"
"Archaea"	"Halobacteriota"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	-1.57772181044202e-30	-1.27054942088145e-21	-1.0842021724855e-19	-4.16333634234434e-17	-5.55111512312578e-17	-5.55111512312578e-17	-3.33066907387547e-16	5.55111512312578e-17 	"full"
"Archaea"	"Halobacteriota"	"Methanocellia"	"Methanocellales"	"Incertae Sedis"	4.93038065763132e-32	1.05879118406788e-22	5.42101086242752e-20	0	4.16333634234434e-17	1.11022302462516e-16	1.66533453693773e-16	-2.22044604925031e-16	"full"
"Archaea"	"Halobacteriota"	"Methanocellia"	"Methanocellales"	"Methanocellaceae"	-9.78098143929171e-06	6.99659077784163e-07	1.51015749534719e-05	-6.22174824733111e-06	1.88399140864867e-05	-5.22107067324473e-05	1.26966089407932e-05	-4.19131584874499e-05	"full"
"Archaea"	"Halobacteriota"	"Methanomicrobia"	"Methanomicrobiales"	"Incertae Sedis"	-2.5853345209176e-06	4.4517171565904e-06	3.12769860665055e-05	-3.15584016836352e-05	1.87304987858752e-05	-2.15529196661846e-05	1.85830060346059e-05	-3.63135147389768e-05	"full"
"Archaea"	"Halobacteriota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanocorpusculaceae"	-0.000105196911936634	1.52706536190661e-05	7.71503664713957e-05	-0.000324856909524173	0.000136020560051841	7.85810935493014e-05	-6.49071573409765e-05	-0.000104414970680089	"full"
"Archaea"	"Halobacteriota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanomicrobiaceae"	-2.08085861062258e-05	-1.12425109193815e-05	1.39124708662134e-06	-5.79639232332657e-05	7.86252635546617e-05	-6.39414151576249e-05	3.15138947296068e-05	-0.000180815663385181	"full"
"Archaea"	"Halobacteriota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanoregulaceae"	-1.29120976638369e-05	-7.32839660889405e-06	3.69792776649263e-05	-3.96696601194967e-05	3.83368751343406e-05	-3.44382709241177e-05	1.29831443368422e-05	-6.45902958051892e-05	"full"
"Archaea"	"Halobacteriota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanospirillaceae"	-1.59998975130074e-06	-1.37066284489548e-05	-6.54355562200431e-06	-5.20121890516723e-05	2.08759903567494e-05	-9.7193720816912e-05	-2.3692811802839e-05	-0.000166925035918447	"full"
"Archaea"	"Halobacteriota"	"Methanomicrobia"	"Methanomicrobiales"	"NA"	0	0	0	0	-6.7762635780344e-21	-2.16840434497101e-19	-1.38777878078145e-17	-1.38777878078145e-17	"full"
"Archaea"	"Halobacteriota"	"Methanosarcinia"	"Methanosarcinales"	"ANME-2c"	-1.38243383720505e-06	3.49833150339203e-06	-3.01698789326568e-06	-1.78554521537705e-05	1.32073892069901e-05	-1.86761022791451e-05	-9.1250909451876e-08	-5.46983988794734e-05	"full"
"Archaea"	"Halobacteriota"	"Methanosarcinia"	"Methanosarcinales"	"Methanoperedenaceae"	-3.85633369614905e-05	7.77715387765461e-06	2.89692492049226e-06	-5.25694531009612e-05	-7.96357771559768e-05	-1.6309429223676e-05	-8.0721007977378e-06	2.21207399266361e-05 	"full"
"Archaea"	"Halobacteriota"	"Methanosarcinia"	"Methanosarcinales"	"Methanosaetaceae"	-4.62071738729495e-05	-9.20526950440885e-05	8.81945745787861e-06	-0.000143364914962505	0.000127511624612878	-0.000147023272743545	8.88722568373555e-06	-0.000377010431787277	"full"
"Archaea"	"Halobacteriota"	"Methanosarcinia"	"Methanosarcinales"	"Methanosarcinaceae"	-0.000342241504820468	5.44548183904506e-05	5.86817436146682e-05	-0.000216563469535029	-0.000401909961952733	0.000180610399977273	-9.3606569343533e-05	-0.000512896914950236	"full"
"Archaea"	"Halobacteriota"	"NA"	"NA"	"NA"	1.71977131951325e-07	-1.92238857471331e-05	9.86312888986122e-06	1.08981255912413e-05	1.1680520883531e-05	-1.81600385591989e-06	1.0117516076361e-05	-2.85574481704051e-05	"full"
"Archaea"	"Hydrothermarchaeota"	"Hydrothermarchaeia"	"Hydrothermarchaeales"	"Incertae Sedis"	0	-7.52316384526264e-37	9.86076131526265e-32	0	2.06795153138257e-25	0	1.6940658945086e-21	1.6940658945086e-21	"full"
"Archaea"	"Iainarchaeota"	"Iainarchaeia"	"Iainarchaeales"	"Iainarchaeaceae"	-2.7703855598568e-06	1.09388144987946e-06	-1.01543168390214e-05	-3.45218009533922e-05	5.07845006994199e-06	-7.05459873448005e-05	-7.02875034134515e-06	-7.86958555813517e-05	"full"
"Archaea"	"Iainarchaeota"	"Iainarchaeia"	"Iainarchaeales"	"Incertae Sedis"	0	0	3.85185988877447e-34	0	0	-4.13590306276514e-25	-1.05879118406788e-22	-1.05879118406788e-22	"full"
"Archaea"	"Methanobacteriota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	-0.0144621720668784	0.00824204622665961	0.0108859472679902	-0.030006587862706	0.000536604592358584	-0.0017868387279602	0.00185108252120252	-0.0261669634941497	"full"
"Archaea"	"Methanobacteriota"	"Methanobacteria"	"Methanobacteriales"	"Methanothermobacteriaceae"	-1.18718190802753e-05	-4.22698839667306e-05	2.02686240055377e-05	-4.60165729234348e-05	3.90624106568283e-05	-9.03773446613055e-05	4.20234420681447e-05	-0.000167150971476884	"full"
"Archaea"	"Methanobacteriota"	"Methanococci"	"Methanococcales"	"Methanococcaceae"	-8.88288000773559e-06	6.32635406306441e-06	-3.76524533363682e-05	-3.73324802300964e-06	4.76505406092845e-05	-9.88953611400398e-06	-7.17210890404474e-07	3.55540919773534e-05 	"full"
"Archaea"	"Methanobacteriota"	"Thermococci"	"Methanofastidiosales"	"Incertae Sedis"	1.72628122306443e-07	4.80550056638593e-07	-3.61111193159686e-07	-8.15519681870697e-06	-5.36909906074321e-06	4.48881331809503e-06	5.24282302504195e-06	4.02545206637751e-06 	"full"
"Archaea"	"Methanobacteriota"	"Thermococci"	"Methanofastidiosales"	"Methanofastidiosaceae"	-1.59174645077325e-05	5.04839376875202e-06	7.73015801571294e-06	-1.72813982034043e-05	3.1767687128473e-05	-2.65826865885595e-05	-1.95167364452611e-05	-7.58432487302149e-05	"full"
"Archaea"	"Methanobacteriota"	"Thermococci"	"Methanofastidiosales"	"NA"	-1.31648253041535e-06	2.85298419185466e-06	1.41139762732149e-06	-5.35089160531616e-06	1.84686105030003e-06	-7.88538880904692e-06	-6.64349005798743e-07	-9.25351766863038e-06	"full"
"Archaea"	"Methanobacteriota"	"Thermococci"	"Thermococcales"	"Thermococcaceae"	0	-7.17464813734306e-43	-3.67341984631965e-39	-3.31489406931885e-36	0	1.57772181044202e-30	-8.07793566946316e-28	3.23117426778526e-27 	"full"
"Archaea"	"Micrarchaeota"	"Micrarchaeia"	"Micrarchaeales"	"Incertae Sedis"	-4.02280461428863e-06	-1.41496736890667e-05	-5.62334140114619e-06	-1.84917734160485e-05	-2.3051568897974e-05	-8.11308834016934e-05	-1.36304670001817e-05	-6.33017149508228e-05	"full"
"Archaea"	"Micrarchaeota"	"Micrarchaeia"	"Micrarchaeales"	"Micrarchaeaceae"	0	0	0	0	0	0	5.04870979341448e-29	5.04870979341448e-29 	"full"
"Archaea"	"NA"	"NA"	"NA"	"NA"	-0.000135368037496325	-0.000149594918239706	0.000112757261636712	-0.000101422753226163	0.000328826466941261	-7.30855916955396e-05	-9.45589987139032e-05	-0.0003292483769686	"full"
"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"NA"	"NA"	-4.2765395370071e-06	-2.14014712852884e-06	-1.13073864263684e-05	-9.98969623778368e-06	1.08795184526088e-05	-7.37043367326526e-06	1.03458554021879e-06	-2.97364961794298e-05	"full"
"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Pacearchaeales"	"Incertae Sedis"	-2.9185622164903e-05	-0.000169526336193963	-1.01197686229766e-05	-0.000322691148479345	0.000112063721363015	-0.000491039442447238	6.18106774325552e-05	-0.00112367089830329 	"full"
"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"GW2011"	-5.13968731694418e-07	-3.10247061242044e-06	-1.2151280337146e-06	-7.92243334593101e-06	-5.48979268979226e-06	-1.22595533839912e-05	-5.07129451888169e-06	-1.48704511140064e-05	"full"
"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"Incertae Sedis"	-6.05728669072418e-05	-2.46278321736774e-06	-2.88181030835438e-05	-0.000308321673687607	-5.28549575064689e-05	-0.000295615325738523	-2.51034134770498e-05	-0.000521780535648293	"full"
"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"NA"	-1.07079321640119e-06	5.25674428692139e-06	2.24709357600124e-06	-8.79657977482332e-06	-6.25241423428319e-06	-3.07816566891258e-05	-1.83225883546942e-06	-2.54911127052079e-05	"full"
"Archaea"	"Nanohaloarchaeota"	"Nanosalinia"	"Nanosalinales"	"Nanosalinaceae"	-5.55481449374155e-06	-1.97193921759035e-05	-3.96810570369909e-05	-0.000244844503968563	-0.000121434194655599	-0.000219920109687318	-0.000137012959719167	-0.000144562151258976	"full"
"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"BSLdp215"	"Incertae Sedis"	-1.84688491864536e-07	-2.04350556458807e-07	8.32248812629337e-07	-2.38691299931808e-06	-2.11967853384047e-06	-2.01141034105051e-06	1.79621889026562e-06	-6.36109842654238e-06	"full"
"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Incertae Sedis"	"Incertae Sedis"	-8.0170031488112e-06	-2.4577355091384e-05	-4.25955473250472e-05	-0.000102121990067398	0.000114037742576619	-0.000206998396539142	-5.6379593419751e-05	-0.000376738145532768	"full"
"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Marine Group II"	"Incertae Sedis"	-2.72634718559306e-05	-4.54097837636397e-05	-2.27346120728037e-05	-0.00019577615213276	0.00011448034233322	-0.000367784564568479	-1.34328395923774e-05	-0.000518408409613425	"full"
"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Methanomassiliicoccales"	"Incertae Sedis"	-4.74431630066819e-05	1.67090394679278e-05	4.87124828876225e-06	-0.000116007210035393	-0.000115289461483396	4.52491935526551e-06	-2.13478038651835e-05	-3.95094682516858e-05	"full"
"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Methanomassiliicoccales"	"Methanomassiliicoccaceae"	-0.0014043309995745	0.00106491483151063	0.00131221054146141	0.000838366945579274	0.00205784564609996	0.00295402687058043	-0.00318370438415984	-0.00136196543814531 	"full"
"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Methanomassiliicoccales"	"Methanomethylophilaceae"	-0.00187157624013252	0.00176320235232754	-0.000817322789611454	-0.00520317094652596	0.00322128111445194	0.00373326512931779	-0.00158352338845298	-0.00391227693363495 	"full"
"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"NA"	"NA"	4.9695107426328e-07	-2.13386091525199e-05	-2.90267013320109e-05	-6.1781699389935e-05	-2.16944366950138e-05	-7.43014393558002e-05	-5.16901387442713e-05	-0.000118181227368314	"full"
"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"SG8-5"	"Incertae Sedis"	0	0	0	0	0	0	0	0	"full"
"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Thermoplasmatales"	"Ferroplasmataceae"	-7.22126133948278e-06	-2.82336026967808e-05	-2.84907300603298e-05	7.42278014451537e-06	3.62248882996272e-05	1.05972458986106e-05	3.90018505548808e-05	5.87482406702283e-06 	"full"
"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Thermoplasmatales"	"Thermoplasmataceae"	3.05486533285185e-06	2.60682235584965e-06	3.6792671447083e-06	-5.83373687771501e-06	-2.35580332645277e-06	-2.45902891982996e-05	1.73506768324565e-05	-3.5882305219695e-05 	"full"
"Archaea"	"Thermoproteota"	"Bathyarchaeia"	"Incertae Sedis"	"Incertae Sedis"	-0.000218131048960695	4.50117453022194e-05	2.60273666318618e-05	-0.000443732529580535	-0.000335047735618641	-6.31723501139414e-05	-4.48958304593776e-05	-0.000401137214831552	"full"
"Archaea"	"Thermoproteota"	"Methanomethylicia"	"Methanomethyliales"	"Methanomethyliaceae"	-5.78079411379623e-05	1.42902817030825e-05	-4.16851610708243e-07	-7.43622678649775e-05	-0.00017876337744638	4.62731265067569e-06	-3.45640695674415e-06	2.12622040510533e-05 	"full"
"Archaea"	"Thermoproteota"	"NA"	"NA"	"NA"	0	0	0	0	0	0	-2.10194769648723e-44	-1.82168800362226e-44	"full"
"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"Caldarchaeales"	"Caldiarchaeaceae"	0	0	0	0	0	0	-2.15299108781468e-44	-2.27711000452783e-44	"full"
"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"Group 1"	"1c"	-3.03012136498615e-05	-3.4584501955624e-06	4.16718810986624e-05	-6.95144389501358e-05	-5.27549233620392e-05	2.40025923855251e-05	5.86245288337856e-05	-8.16079586778512e-05	"full"
"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"Incertae Sedis"	"Incertae Sedis"	-0.000160969514290109	6.12533575402533e-05	5.4316266987521e-05	-0.000166119650825498	-0.000316491476573989	0.00023100014348409	3.82635737607112e-05	5.3172983997424e-05	"full"
"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"Marine Benthic Group A"	"Incertae Sedis"	3.17509217424539e-07	-5.39468233327111e-06	-2.40717841420283e-06	-1.79291572717245e-05	6.17686648706972e-06	-2.40297553401129e-06	-3.86341402725802e-06	-1.3821412707078e-05 	"full"
"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"NA"	"NA"	-9.24950956646164e-06	8.65402667954434e-06	3.16341226849745e-07	-1.06556863704256e-05	-3.37272208107952e-05	-1.39443060327798e-06	4.68208688368036e-06	-1.4306417317822e-05 	"full"
"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"Nitrosocaldales"	"Nitrosocaldaceae"	0	0	0	0	0	0	-2.52233723578467e-44	-2.80259692864963e-44	"full"
"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"Nitrosopumilales"	"Nitrosopumilaceae"	-0.000103586077917555	-0.000207066737927772	2.49274202865627e-05	-0.000484489430185491	0.000476144061499167	-0.000930264916167687	-0.000224212424700967	-0.00153737485596197 	"full"
"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"Nitrososphaerales"	"Nitrososphaeraceae"	-0.000258387919695569	-0.000427091244012566	0.000268036212831021	-0.00102966546200129	0.000756372205628964	-0.00177614537847442	1.69439752864946e-05	-0.00272205389109717 	"full"
"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"Nitrosotaleales"	"Nitrosotaleaceae"	-0.000290693430315557	3.44893529485253e-05	5.73676059490435e-05	-0.000505670115334101	-0.000406788945514211	-9.17233125148545e-05	-1.27800808946713e-05	-0.00063117535891761 	"full"
"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"SCGC AB-179-E04"	"Incertae Sedis"	-2.78760423773961e-06	1.30413520170387e-05	2.14716558424454e-06	-2.33363913395842e-05	9.35035875337318e-06	-5.57276113551754e-05	2.38722091677553e-06	-4.44703706345419e-05	"full"
"Archaea"	"Thermoproteota"	"Thermoproteia"	"Desulfurococcales"	"Desulfurococcaceae"	-1.18600848305212e-08	6.81381900924694e-07	-5.71786793576798e-07	4.36349293372267e-07	-6.72056526251696e-07	-1.60048694843397e-07	1.43554566465355e-06	7.65757472328843e-07 	"full"
"Archaea"	"Thermoproteota"	"Thermoproteia"	"Desulfurococcales"	"Ignisphaeraceae"	-5.0890302101362e-06	3.19020031620092e-06	3.22175028010308e-06	-1.64276761340363e-05	2.11467210949383e-06	-2.08781963853203e-05	1.47613634147569e-05	-7.95087748090117e-05	"full"
"Archaea"	"Thermoproteota"	"Thermoproteia"	"Gearchaeales"	"Incertae Sedis"	-2.22490294512397e-06	2.6549112414348e-08	-3.71322868999932e-07	-5.76867458091581e-06	5.73444191096522e-06	-5.53237864101691e-06	1.65734637538217e-06	-1.74033284757321e-05	"full"
"Archaea"	"Thermoproteota"	"Thermoproteia"	"NA"	"NA"	0	0	0	0	0	0	1.40129846432482e-44	8.4077907859489e-45	"full"
"Archaea"	"Thermoproteota"	"Thermoproteia"	"Sulfolobales"	"Sulfolobaceae"	-8.29873816106401e-07	2.42576133749661e-07	-1.63051358885543e-06	-9.34127921828508e-06	-5.99399085823352e-06	-1.60576815345131e-05	-8.63740434462092e-06	-1.83089012529446e-05	"full"
"Archaea"	"Thermoproteota"	"Thermoproteia"	"Thermoproteales"	"Thermoproteaceae"	0	0	0	0	0	0	2.80259692864963e-45	0	"full"
"Bacteria"	"10bav-F6"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0	"full"
"Bacteria"	"Abditibacteriota"	"Abditibacteriia"	"Abditibacteriales"	"Abditibacteriaceae"	-6.90087216067005e-05	-0.000122465559632711	5.97592509839711e-06	-0.000221414145151684	0.000148802284655518	-0.000472182761711086	4.08394670479442e-07	-0.000884103008163806	"full"
"Bacteria"	"Acetothermia"	"Acetothermiia"	"Incertae Sedis"	"Incertae Sedis"	-1.32923218832881e-05	-1.21622575914802e-05	1.50282619409914e-05	-2.13202182757705e-05	3.1098339474454e-05	-6.64903350518505e-05	-3.07226827379966e-05	-6.82840778578173e-05	"full"
"Bacteria"	"Acetothermia"	"Acetothermiia"	"KB1 group"	"Incertae Sedis"	-6.82857380213258e-06	1.77459504322586e-06	2.85988237837136e-06	6.42245250616052e-06	-5.87009167015598e-06	-5.45923621409098e-06	-2.57395035124868e-06	-6.68140178424955e-06	"full"
"Bacteria"	"Acidobacteriota"	"AT-s3-28"	"Incertae Sedis"	"Incertae Sedis"	-1.96738789455342e-05	-5.39034453137268e-05	2.82496576908541e-05	-0.000113088386557523	0.000186774170383596	-0.000348113998672265	2.07289726993868e-05	-0.000471346788159914	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"AKIW659"	"Incertae Sedis"	-3.41493239000956e-05	-0.000175115170699834	-8.00804823793359e-06	-0.00015493224167873	0.000204505608291262	-0.000112911789009117	7.79422297818895e-05	-0.000483206830529327	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"AMGG11"	"Incertae Sedis"	-8.10305191856017e-06	-8.99621374964881e-06	-7.92668149962028e-06	-2.43848735203966e-05	2.03782625105186e-05	-4.56649929069573e-06	-1.15417543715308e-05	-4.24238347256727e-05	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Bryobacterales"	"Bryobacteraceae"	-0.000660126336704556	-0.0015639005655323	-8.36536516371638e-05	-0.00338065068140214	0.002697518773902	-0.00511463466887783	0.00016178199002402	-0.00932682649414388 	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Elev-16S-1166"	"Incertae Sedis"	-7.53615226117047e-05	-6.03222951520308e-05	-5.63539243535434e-05	-0.000590847797426245	0.00060088967839331	-0.000733372758347762	-0.000164367406857342	-0.00155327020674412 	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"GOUTB8"	"Incertae Sedis"	-4.11346707861199e-06	-2.50287400365851e-05	-4.50676247859728e-07	-4.10982671626132e-05	1.48170651102741e-05	-7.92970869171755e-05	5.73152939357438e-05	-0.000111847642805003	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Incertae Sedis"	"Incertae Sedis"	-4.47188258023522e-06	-2.08965217478772e-05	-3.83039676948366e-06	-4.00368047054484e-06	1.06874912144958e-05	-1.48784745820202e-05	1.00099492142874e-06	-3.33055637230413e-05	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"NA"	"NA"	-0.000108578334513095	-0.000211144193568426	1.9376673801902e-05	-0.000444006967438183	0.000571772578329196	-0.00076183049334886	-1.57638331773864e-05	-0.00151880328970161 	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"OPB3"	"Incertae Sedis"	-2.45066508073855e-06	-2.32658468239503e-05	-1.12488051142779e-05	-6.42888371137399e-06	4.79373107373705e-05	-3.94506142972366e-05	-3.02211544202526e-05	-6.06577454406244e-05	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"PAUC26f"	"Incertae Sedis"	-2.11612160133549e-05	-3.28173999705968e-05	1.13716690299967e-05	-0.000158698086814035	0.000114702826099436	-0.000250469243378083	-3.45837848900504e-05	-0.000501537767965012	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Solibacterales"	"Solibacteraceae"	-0.000358041588000288	-0.00107375007067275	-7.46409177644135e-05	-0.00209305681905476	0.00194456093489619	-0.00293178121722996	-0.000284652956675693	-0.00630785392462274 	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 12"	"Incertae Sedis"	-1.78658922750755e-05	-7.04846797682229e-05	1.8745964469084e-05	-0.000122169047107235	6.8561393469342e-05	-0.000193880941930913	6.51340666541892e-05	-0.000308951109003643	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 13"	"Incertae Sedis"	-6.92565259874008e-05	-0.000327199126258649	0.0001623563916249	-0.000221520121876535	0.00046660685473935	-0.000439739117415429	0.000197322204129138	-0.00110712156510085 	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 15"	"Incertae Sedis"	-3.41189746456156e-05	-7.70201727807183e-05	2.52580453686566e-05	-0.00012646956693433	0.000143748034624792	-0.000207309856849583	0.000174737110728933	-0.000585207996975902	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 2"	"Incertae Sedis"	-0.00045929603762386	-0.000863338882707574	-3.52764437131877e-05	-0.00255359037776396	0.00229422748179776	-0.00351859720567402	-0.000224306708354925	-0.00713458142882703 	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"TSBb06"	"Incertae Sedis"	-5.79308995538037e-06	-3.01115966975349e-05	-1.40882054581358e-05	-2.77509088425853e-05	1.70463112985131e-05	3.04942632678756e-05	2.51242758006896e-06	-9.21574320999535e-05	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Terriglobales"	"Acidobacteriaceae (Subgroup 1)"	-0.000505469248966077	-0.00102204559344052	-5.34517026552337e-05	-0.0028956884777869	0.00263362999189304	-0.00399608099233706	-0.00015814714829811	-0.00775803830966263 	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Terriglobales"	"Incertae Sedis"	-0.000537938133234043	-0.00095262282980928	-0.000108414469392934	-0.00308180815700874	0.00223493235007768	-0.00388478834201097	-0.000359741119589598	-0.00788157283958115 	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Terriglobales"	"Koribacteraceae"	-0.00016623192263735	-0.000484242387109494	7.75431935293255e-05	-0.000859640543319271	0.00082466357971475	-0.00146454468091094	0.000128926424609193	-0.0025917119151801	"full"
"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Terriglobales"	"NA"	-0.000113693814845484	-0.000107379745746267	-0.00011887761362053	-0.000728493024733829	0.000809760911915798	-0.00111552745233481	2.21057191146098e-05	-0.00214545424582308 	"full"
"Bacteria"	"Acidobacteriota"	"Aminicenantia"	"Aminicenantales"	"Aminicenantaceae"	-0.000102110243091685	-0.000174027700341364	-6.49247609008352e-05	-0.000733423195486065	0.000645784303214271	-0.0011231770237195	5.93406126872931e-05	-0.0021445439675981	"full"
"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"11-24"	"Incertae Sedis"	-0.000268860673712993	-0.000365981026417192	-5.99169357088251e-05	-0.00211901618046841	0.00223932159202654	-0.00277044331299064	3.63571703843944e-05	-0.00582056825354516 	"full"
